InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
550613,85099B,JUMBO BAG RED RETROSPOT,100,19-04-2011 12:26,1.65,16180
550636,85099B,JUMBO BAG RED RETROSPOT,1,19-04-2011 15:37,4.13,
550637,85099B,JUMBO BAG RED RETROSPOT,5,19-04-2011 15:39,2.08,14415
550638,85099B,JUMBO BAG RED RETROSPOT,6,19-04-2011 15:44,4.13,
550656,85099B,JUMBO BAG RED RETROSPOT,10,20-04-2011 08:07,2.08,17652
550665,85099B,JUMBO BAG RED RETROSPOT,30,20-04-2011 09:31,2.08,12530
550768,85099B,JUMBO BAG RED RETROSPOT,10,20-04-2011 12:44,2.08,15039
550775,85099B,JUMBO BAG RED RETROSPOT,10,20-04-2011 13:18,2.08,15805
550777,85099B,JUMBO BAG RED RETROSPOT,10,20-04-2011 13:35,2.08,16558
550784,85099B,JUMBO BAG RED RETROSPOT,10,20-04-2011 13:59,2.08,13269
550799,85099B,JUMBO BAG RED RETROSPOT,10,20-04-2011 14:46,2.08,17115
550805,85099B,JUMBO BAG RED RETROSPOT,20,20-04-2011 15:38,2.08,13162
550822,85099B,JUMBO BAG RED RETROSPOT,100,21-04-2011 09:26,1.79,14001
550831,85099B,JUMBO BAG RED RETROSPOT,10,21-04-2011 10:29,2.08,13534
550957,85099B,JUMBO BAG RED RETROSPOT,1,21-04-2011 16:37,2.08,18283
550986,85099B,JUMBO BAG RED RETROSPOT,2,21-04-2011 18:06,4.13,
550987,85099B,JUMBO BAG RED RETROSPOT,1,21-04-2011 18:10,4.13,
550988,85099B,JUMBO BAG RED RETROSPOT,10,21-04-2011 18:10,2.08,14231
551001,85099B,JUMBO BAG RED RETROSPOT,100,26-04-2011 09:31,1.79,13408
551003,85099B,JUMBO BAG RED RETROSPOT,50,26-04-2011 09:44,2.08,16456
551004,85099B,JUMBO BAG RED RETROSPOT,1,26-04-2011 09:48,4.13,
551005,85099B,JUMBO BAG RED RETROSPOT,3,26-04-2011 09:48,4.13,
551006,85099B,JUMBO BAG RED RETROSPOT,4,26-04-2011 09:48,4.13,
551007,85099B,JUMBO BAG RED RETROSPOT,2,26-04-2011 09:49,4.13,
551008,85099B,JUMBO BAG RED RETROSPOT,2,26-04-2011 09:50,4.13,
551009,85099B,JUMBO BAG RED RETROSPOT,6,26-04-2011 09:50,4.13,
551010,85099B,JUMBO BAG RED RETROSPOT,1,26-04-2011 09:52,4.13,
551014,85099B,JUMBO BAG RED RETROSPOT,10,26-04-2011 11:04,1.95,13209
551056,85099B,JUMBO BAG RED RETROSPOT,1,26-04-2011 11:51,2.08,16442
551161,85099B,JUMBO BAG RED RETROSPOT,10,26-04-2011 15:26,2.08,18183
551193,85099B,JUMBO BAG RED RETROSPOT,1,27-04-2011 11:05,2.08,17954
551258,85099B,JUMBO BAG RED RETROSPOT,10,27-04-2011 12:02,2.08,12621
551262,85099B,JUMBO BAG RED RETROSPOT,3,27-04-2011 12:05,2.08,14527
551269,85099B,JUMBO BAG RED RETROSPOT,10,27-04-2011 12:21,2.08,12840
551275,85099B,JUMBO BAG RED RETROSPOT,10,27-04-2011 13:03,2.08,13285
551289,85099B,JUMBO BAG RED RETROSPOT,20,27-04-2011 14:18,2.08,18226
551301,85099B,JUMBO BAG RED RETROSPOT,10,27-04-2011 14:49,2.08,17675
551339,85099B,JUMBO BAG RED RETROSPOT,3,27-04-2011 17:18,4.13,
551342,85099B,JUMBO BAG RED RETROSPOT,10,28-04-2011 08:34,2.08,16099
551400,85099B,JUMBO BAG RED RETROSPOT,10,28-04-2011 13:18,2.08,17160
551414,85099B,JUMBO BAG RED RETROSPOT,10,28-04-2011 13:35,2.08,15622
551468,85099B,JUMBO BAG RED RETROSPOT,1,28-04-2011 16:21,4.13,
551471,85099B,JUMBO BAG RED RETROSPOT,2,28-04-2011 16:40,2.08,16370
551525,85099B,JUMBO BAG RED RETROSPOT,45,01-05-2011 12:37,2.08,14667
551534,85099B,JUMBO BAG RED RETROSPOT,50,01-05-2011 14:59,2.08,14655
551603,85099B,JUMBO BAG RED RETROSPOT,10,03-05-2011 11:34,2.08,16745
551623,85099B,JUMBO BAG RED RETROSPOT,20,03-05-2011 11:44,2.08,12843
551658,85099B,JUMBO BAG RED RETROSPOT,20,03-05-2011 12:13,2.08,16746
551718,85099B,JUMBO BAG RED RETROSPOT,1,03-05-2011 16:06,2.08,
551728,85099B,JUMBO BAG RED RETROSPOT,20,04-05-2011 08:51,2.08,12720
551811,85099B,JUMBO BAG RED RETROSPOT,10,04-05-2011 11:37,2.08,15039
551821,85099B,JUMBO BAG RED RETROSPOT,5,04-05-2011 12:20,2.08,16942
551833,85099B,JUMBO BAG RED RETROSPOT,10,04-05-2011 13:12,2.08,16779
551855,85099B,JUMBO BAG RED RETROSPOT,3,04-05-2011 15:08,2.08,12836
551982,85099B,JUMBO BAG RED RETROSPOT,2,05-05-2011 13:56,2.08,15023
551995,85099B,JUMBO BAG RED RETROSPOT,8,05-05-2011 15:42,2.08,
551997,85099B,JUMBO BAG RED RETROSPOT,4,05-05-2011 15:47,4.13,
551997,85099B,JUMBO BAG RED RETROSPOT,6,05-05-2011 15:47,2.08,
552000,85099B,JUMBO BAG RED RETROSPOT,1,05-05-2011 15:56,4.13,
552000,85099B,JUMBO BAG RED RETROSPOT,6,05-05-2011 15:56,2.08,
552013,85099B,JUMBO BAG RED RETROSPOT,40,05-05-2011 17:34,2.08,12451
552025,85099B,JUMBO BAG RED RETROSPOT,10,05-05-2011 18:04,2.08,13969
552041,85099B,JUMBO BAG RED RETROSPOT,10,06-05-2011 08:25,2.08,14273
552045,85099B,JUMBO BAG RED RETROSPOT,10,06-05-2011 09:22,2.08,18241
552054,85099B,JUMBO BAG RED RETROSPOT,10,06-05-2011 10:19,2.08,15062
552058,85099B,JUMBO BAG RED RETROSPOT,20,06-05-2011 10:36,2.08,15218
552061,85099B,JUMBO BAG RED RETROSPOT,10,06-05-2011 10:43,2.08,13001
552127,85099B,JUMBO BAG RED RETROSPOT,10,06-05-2011 11:47,1.95,17174
552170,85099B,JUMBO BAG RED RETROSPOT,10,06-05-2011 12:53,2.08,16458
552229,85099B,JUMBO BAG RED RETROSPOT,4,06-05-2011 15:40,4.13,
552232,85099B,JUMBO BAG RED RETROSPOT,1,06-05-2011 15:54,4.13,
552232,85099B,JUMBO BAG RED RETROSPOT,5,06-05-2011 15:54,2.08,
552234,85099B,JUMBO BAG RED RETROSPOT,2,06-05-2011 16:01,4.13,
552239,85099B,JUMBO BAG RED RETROSPOT,1,06-05-2011 16:54,2.08,14056
552249,85099B,JUMBO BAG RED RETROSPOT,1,06-05-2011 19:53,2.08,12748
552268,85099B,JUMBO BAG RED RETROSPOT,20,08-05-2011 11:49,2.08,14709
552269,85099B,JUMBO BAG RED RETROSPOT,4,08-05-2011 11:52,2.08,16121
552273,85099B,JUMBO BAG RED RETROSPOT,10,08-05-2011 12:26,2.08,13021
552274,85099B,JUMBO BAG RED RETROSPOT,20,08-05-2011 12:30,2.08,16523
552279,85099B,JUMBO BAG RED RETROSPOT,10,08-05-2011 12:38,2.08,15117
552286,85099B,JUMBO BAG RED RETROSPOT,5,08-05-2011 13:07,2.08,16393
552288,85099B,JUMBO BAG RED RETROSPOT,20,08-05-2011 13:20,2.08,13313
552290,85099B,JUMBO BAG RED RETROSPOT,1,08-05-2011 13:32,2.08,16007
552291,85099B,JUMBO BAG RED RETROSPOT,10,08-05-2011 14:00,2.08,15421
552303,85099B,JUMBO BAG RED RETROSPOT,10,08-05-2011 15:15,2.08,14341
552322,85099B,JUMBO BAG RED RETROSPOT,10,09-05-2011 09:16,2.08,17049
552325,85099B,JUMBO BAG RED RETROSPOT,10,09-05-2011 09:47,2.08,12490
552328,85099B,JUMBO BAG RED RETROSPOT,20,09-05-2011 10:03,2.08,14188
552445,85099B,JUMBO BAG RED RETROSPOT,10,09-05-2011 13:27,2.08,16839
552453,85099B,JUMBO BAG RED RETROSPOT,10,09-05-2011 14:10,2.08,12840
552493,85099B,JUMBO BAG RED RETROSPOT,1,09-05-2011 16:21,4.13,
552508,85099B,JUMBO BAG RED RETROSPOT,10,09-05-2011 16:27,2.08,
552514,85099B,JUMBO BAG RED RETROSPOT,5,09-05-2011 16:30,2.08,
552558,85099B,JUMBO BAG RED RETROSPOT,10,10-05-2011 11:33,2.08,14766
552560,85099B,JUMBO BAG RED RETROSPOT,20,10-05-2011 11:48,2.08,17581
552572,85099B,JUMBO BAG RED RETROSPOT,200,10-05-2011 12:11,1.79,14680
552574,85099B,JUMBO BAG RED RETROSPOT,100,10-05-2011 12:20,1.79,15311
552577,85099B,JUMBO BAG RED RETROSPOT,10,10-05-2011 12:28,2.08,13242
552640,85099B,JUMBO BAG RED RETROSPOT,2,10-05-2011 13:19,2.08,17841
552660,85099B,JUMBO BAG RED RETROSPOT,1,10-05-2011 15:03,4.13,
552663,85099B,JUMBO BAG RED RETROSPOT,2,10-05-2011 15:04,4.13,
552665,85099B,JUMBO BAG RED RETROSPOT,1,10-05-2011 15:05,4.13,
552666,85099B,JUMBO BAG RED RETROSPOT,4,10-05-2011 15:05,4.13,
552667,85099B,JUMBO BAG RED RETROSPOT,3,10-05-2011 15:05,4.13,
552668,85099B,JUMBO BAG RED RETROSPOT,1,10-05-2011 15:05,4.13,
552671,85099B,JUMBO BAG RED RETROSPOT,6,10-05-2011 15:06,4.13,
552673,85099B,JUMBO BAG RED RETROSPOT,1,10-05-2011 15:07,4.13,
552674,85099B,JUMBO BAG RED RETROSPOT,2,10-05-2011 15:07,4.13,
552675,85099B,JUMBO BAG RED RETROSPOT,1,10-05-2011 15:07,4.13,
552676,85099B,JUMBO BAG RED RETROSPOT,2,10-05-2011 15:07,4.13,
552677,85099B,JUMBO BAG RED RETROSPOT,1,10-05-2011 15:07,4.13,
552678,85099B,JUMBO BAG RED RETROSPOT,5,10-05-2011 15:08,4.13,
552681,85099B,JUMBO BAG RED RETROSPOT,3,10-05-2011 15:08,4.13,
552683,85099B,JUMBO BAG RED RETROSPOT,3,10-05-2011 15:09,4.13,
552684,85099B,JUMBO BAG RED RETROSPOT,4,10-05-2011 15:09,4.13,
552687,85099B,JUMBO BAG RED RETROSPOT,3,10-05-2011 15:09,4.13,
552702,85099B,JUMBO BAG RED RETROSPOT,1,10-05-2011 16:00,4.13,
552708,85099B,JUMBO BAG RED RETROSPOT,10,10-05-2011 16:19,2.08,13487
552769,85099B,JUMBO BAG RED RETROSPOT,1,11-05-2011 11:47,2.08,16241
552804,85099B,JUMBO BAG RED RETROSPOT,10,11-05-2011 12:32,2.08,15615
552811,85099B,JUMBO BAG RED RETROSPOT,100,11-05-2011 12:43,1.79,17677
552821,85099B,JUMBO BAG RED RETROSPOT,2,11-05-2011 12:58,2.08,18118
552824,85099B,JUMBO BAG RED RETROSPOT,1,11-05-2011 13:16,2.08,14056
552826,85099B,JUMBO BAG RED RETROSPOT,10,11-05-2011 13:20,2.08,14277
552838,85099B,JUMBO BAG RED RETROSPOT,10,11-05-2011 14:24,2.08,15732
552839,85099B,JUMBO BAG RED RETROSPOT,10,11-05-2011 14:25,2.08,14367
552864,85099B,JUMBO BAG RED RETROSPOT,10,11-05-2011 17:13,2.08,13235
552883,85099B,JUMBO BAG RED RETROSPOT,100,12-05-2011 10:13,1.79,14646
552894,85099B,JUMBO BAG RED RETROSPOT,1,12-05-2011 10:53,2.08,14606
552952,85099B,JUMBO BAG RED RETROSPOT,6,12-05-2011 12:10,2.08,13837
552962,85099B,JUMBO BAG RED RETROSPOT,100,12-05-2011 12:56,1.79,14364
552990,85099B,JUMBO BAG RED RETROSPOT,10,12-05-2011 15:17,2.08,17667
553011,85099B,JUMBO BAG RED RETROSPOT,10,12-05-2011 17:03,2.08,14390
553017,85099B,JUMBO BAG RED RETROSPOT,10,12-05-2011 19:01,2.08,12757
553046,85099B,JUMBO BAG RED RETROSPOT,10,13-05-2011 09:37,2.08,13534
553050,85099B,JUMBO BAG RED RETROSPOT,20,13-05-2011 10:09,2.08,15498
553057,85099B,JUMBO BAG RED RETROSPOT,10,13-05-2011 10:41,2.08,16161
553062,85099B,JUMBO BAG RED RETROSPOT,200,13-05-2011 11:25,1.79,13629
553093,85099B,JUMBO BAG RED RETROSPOT,100,13-05-2011 11:54,1.79,13798
553199,85099B,JUMBO BAG RED RETROSPOT,3,15-05-2011 15:14,2.08,17758
553209,85099B,JUMBO BAG RED RETROSPOT,12,16-05-2011 09:23,1.65,13777
553220,85099B,JUMBO BAG RED RETROSPOT,10,16-05-2011 09:57,2.08,13319
553340,85099B,JUMBO BAG RED RETROSPOT,100,16-05-2011 12:20,1.79,15125
553351,85099B,JUMBO BAG RED RETROSPOT,1,16-05-2011 13:35,2.08,18118
553374,85099B,JUMBO BAG RED RETROSPOT,10,16-05-2011 14:51,2.08,14489
553417,85099B,JUMBO BAG RED RETROSPOT,10,17-05-2011 10:08,2.08,13871
553461,85099B,JUMBO BAG RED RETROSPOT,10,17-05-2011 10:57,2.08,16316
553469,85099B,JUMBO BAG RED RETROSPOT,100,17-05-2011 11:15,1.74,16029
553477,85099B,JUMBO BAG RED RETROSPOT,10,17-05-2011 11:46,2.08,14239
553487,85099B,JUMBO BAG RED RETROSPOT,2,17-05-2011 12:38,2.08,13246
553541,85099B,JUMBO BAG RED RETROSPOT,5,17-05-2011 15:33,4.13,
553542,85099B,JUMBO BAG RED RETROSPOT,1,17-05-2011 15:34,4.13,
553543,85099B,JUMBO BAG RED RETROSPOT,2,17-05-2011 15:35,4.13,
553549,85099B,JUMBO BAG RED RETROSPOT,1,17-05-2011 16:09,4.13,
553552,85099B,JUMBO BAG RED RETROSPOT,20,17-05-2011 16:23,2.08,17702
553572,85099B,JUMBO BAG RED RETROSPOT,10,18-05-2011 09:37,2.08,18223
553663,85099B,JUMBO BAG RED RETROSPOT,30,18-05-2011 12:13,2.08,14527
553682,85099B,JUMBO BAG RED RETROSPOT,100,18-05-2011 13:20,1.79,14646
C553687,85099B,JUMBO BAG RED RETROSPOT,-1,18-05-2011 14:01,1.79,15311
553689,85099B,JUMBO BAG RED RETROSPOT,6,18-05-2011 14:07,1.79,17389
553718,85099B,JUMBO BAG RED RETROSPOT,2,18-05-2011 16:14,4.13,
553724,85099B,JUMBO BAG RED RETROSPOT,10,18-05-2011 16:50,2.08,17047
553727,85099B,JUMBO BAG RED RETROSPOT,20,18-05-2011 16:56,2.08,13531
553750,85099B,JUMBO BAG RED RETROSPOT,10,19-05-2011 10:16,2.08,15660
553762,85099B,JUMBO BAG RED RETROSPOT,10,19-05-2011 10:38,2.08,18145
553766,85099B,JUMBO BAG RED RETROSPOT,2,19-05-2011 10:44,4.13,
553767,85099B,JUMBO BAG RED RETROSPOT,1,19-05-2011 10:46,4.13,
553768,85099B,JUMBO BAG RED RETROSPOT,2,19-05-2011 10:47,4.13,
553833,85099B,JUMBO BAG RED RETROSPOT,4,19-05-2011 11:41,2.08,17346
553843,85099B,JUMBO BAG RED RETROSPOT,10,19-05-2011 12:29,2.08,12553
553856,85099B,JUMBO BAG RED RETROSPOT,2,19-05-2011 13:28,2.08,16813
553869,85099B,JUMBO BAG RED RETROSPOT,20,19-05-2011 14:27,2.08,15394
553873,85099B,JUMBO BAG RED RETROSPOT,20,19-05-2011 14:42,2.08,14859
553879,85099B,JUMBO BAG RED RETROSPOT,10,19-05-2011 15:15,1.95,15791
553888,85099B,JUMBO BAG RED RETROSPOT,10,19-05-2011 16:09,2.08,15201
553890,85099B,JUMBO BAG RED RETROSPOT,1,19-05-2011 16:32,4.13,
553912,85099B,JUMBO BAG RED RETROSPOT,30,19-05-2011 19:32,1.95,15122
553915,85099B,JUMBO BAG RED RETROSPOT,30,19-05-2011 19:51,2.08,18225
553933,85099B,JUMBO BAG RED RETROSPOT,30,20-05-2011 10:30,2.08,15078
553937,85099B,JUMBO BAG RED RETROSPOT,3,20-05-2011 10:33,2.08,14056
553940,85099B,JUMBO BAG RED RETROSPOT,10,20-05-2011 10:36,2.08,14112
553978,85099B,JUMBO BAG RED RETROSPOT,200,20-05-2011 11:03,1.79,16182
554015,85099B,JUMBO BAG RED RETROSPOT,10,20-05-2011 13:14,2.08,17644
554033,85099B,JUMBO BAG RED RETROSPOT,20,20-05-2011 14:06,2.08,16187
554084,85099B,JUMBO BAG RED RETROSPOT,10,22-05-2011 11:52,2.08,12909
554099,85099B,JUMBO BAG RED RETROSPOT,50,22-05-2011 13:20,2.08,16341
554112,85099B,JUMBO BAG RED RETROSPOT,1,22-05-2011 14:44,2.08,17611
554113,85099B,JUMBO BAG RED RETROSPOT,10,22-05-2011 14:53,2.08,16700
554160,85099B,JUMBO BAG RED RETROSPOT,3,23-05-2011 11:49,2.08,17841
554265,85099B,JUMBO BAG RED RETROSPOT,1,23-05-2011 12:38,2.08,
554268,85099B,JUMBO BAG RED RETROSPOT,100,23-05-2011 12:59,1.79,15311
554275,85099B,JUMBO BAG RED RETROSPOT,2,23-05-2011 13:17,2.08,14903
554280,85099B,JUMBO BAG RED RETROSPOT,10,23-05-2011 13:35,2.08,14817
554282,85099B,JUMBO BAG RED RETROSPOT,200,23-05-2011 14:01,1.79,15769
554283,85099B,JUMBO BAG RED RETROSPOT,10,23-05-2011 14:11,2.08,17686
554285,85099B,JUMBO BAG RED RETROSPOT,3,23-05-2011 14:15,4.13,
554293,85099B,JUMBO BAG RED RETROSPOT,1,23-05-2011 14:19,4.13,
554310,85099B,JUMBO BAG RED RETROSPOT,5,23-05-2011 15:25,4.13,
554315,85099B,JUMBO BAG RED RETROSPOT,30,23-05-2011 15:29,2.08,16086
554349,85099B,JUMBO BAG RED RETROSPOT,10,24-05-2011 08:49,2.08,14191
554353,85099B,JUMBO BAG RED RETROSPOT,100,24-05-2011 09:10,1.79,14258
554359,85099B,JUMBO BAG RED RETROSPOT,10,24-05-2011 09:56,2.08,13590
554364,85099B,JUMBO BAG RED RETROSPOT,100,24-05-2011 10:21,1.74,16029
554376,85099B,JUMBO BAG RED RETROSPOT,12,24-05-2011 11:31,2.08,15719
554465,85099B,JUMBO BAG RED RETROSPOT,10,24-05-2011 12:36,2.08,13534
C554477,85099B,JUMBO BAG RED RETROSPOT,-1,24-05-2011 12:44,2.08,16086
554509,85099B,JUMBO BAG RED RETROSPOT,1,24-05-2011 15:45,2.08,17375
554511,85099B,JUMBO BAG RED RETROSPOT,1,24-05-2011 15:52,4.13,
554512,85099B,JUMBO BAG RED RETROSPOT,5,24-05-2011 15:54,4.13,
554514,85099B,JUMBO BAG RED RETROSPOT,2,24-05-2011 15:58,4.13,
C554519,85099B,JUMBO BAG RED RETROSPOT,-1,24-05-2011 16:59,2.08,13549
554552,85099B,JUMBO BAG RED RETROSPOT,200,25-05-2011 09:58,1.79,13694
554617,85099B,JUMBO BAG RED RETROSPOT,1,25-05-2011 11:21,2.08,14593
554628,85099B,JUMBO BAG RED RETROSPOT,10,25-05-2011 11:26,2.08,15039
554638,85099B,JUMBO BAG RED RETROSPOT,6,25-05-2011 11:59,2.08,14810
554648,85099B,JUMBO BAG RED RETROSPOT,10,25-05-2011 12:44,2.08,12562
554669,85099B,JUMBO BAG RED RETROSPOT,10,25-05-2011 15:31,2.08,15203
554672,85099B,JUMBO BAG RED RETROSPOT,10,25-05-2011 15:54,2.08,14415
554694,85099B,JUMBO BAG RED RETROSPOT,3,25-05-2011 17:06,4.13,
554695,85099B,JUMBO BAG RED RETROSPOT,5,25-05-2011 17:12,2.08,16161
554808,85099B,JUMBO BAG RED RETROSPOT,2,26-05-2011 13:01,2.08,17059
554823,85099B,JUMBO BAG RED RETROSPOT,4,26-05-2011 14:20,2.08,16624
554853,85099B,JUMBO BAG RED RETROSPOT,10,27-05-2011 09:32,2.08,16839
C554872,85099B,JUMBO BAG RED RETROSPOT,-1,27-05-2011 10:59,2.08,16341
554906,85099B,JUMBO BAG RED RETROSPOT,10,27-05-2011 11:41,2.08,14194
554950,85099B,JUMBO BAG RED RETROSPOT,10,27-05-2011 14:48,2.08,14227
554957,85099B,JUMBO BAG RED RETROSPOT,5,27-05-2011 15:17,4.13,
554958,85099B,JUMBO BAG RED RETROSPOT,4,27-05-2011 15:17,4.13,
554959,85099B,JUMBO BAG RED RETROSPOT,2,27-05-2011 15:18,4.13,
554960,85099B,JUMBO BAG RED RETROSPOT,2,27-05-2011 15:18,4.13,
554961,85099B,JUMBO BAG RED RETROSPOT,1,27-05-2011 15:19,4.13,
554997,85099B,JUMBO BAG RED RETROSPOT,10,29-05-2011 15:35,2.08,16746
554999,85099B,JUMBO BAG RED RETROSPOT,2,29-05-2011 15:44,2.08,15547
555091,85099B,JUMBO BAG RED RETROSPOT,8,31-05-2011 12:50,2.08,12748
555101,85099B,JUMBO BAG RED RETROSPOT,20,31-05-2011 13:45,2.08,13070
555150,85099B,JUMBO BAG RED RETROSPOT,1,31-05-2011 15:53,4.13,
555202,85099B,JUMBO BAG RED RETROSPOT,2,01-06-2011 12:11,2.08,16813
555202,85099B,JUMBO BAG RED RETROSPOT,4,01-06-2011 12:11,2.08,16813
555234,85099B,JUMBO BAG RED RETROSPOT,10,01-06-2011 12:54,2.08,14515
555275,85099B,JUMBO BAG RED RETROSPOT,3,01-06-2011 17:18,4.13,
555276,85099B,JUMBO BAG RED RETROSPOT,2,01-06-2011 17:28,4.13,
555289,85099B,JUMBO BAG RED RETROSPOT,10,02-06-2011 10:00,2.08,15078
555320,85099B,JUMBO BAG RED RETROSPOT,4,02-06-2011 11:00,4.13,
555321,85099B,JUMBO BAG RED RETROSPOT,2,02-06-2011 11:01,4.13,
555322,85099B,JUMBO BAG RED RETROSPOT,1,02-06-2011 11:01,4.13,
555324,85099B,JUMBO BAG RED RETROSPOT,3,02-06-2011 11:02,4.13,
555327,85099B,JUMBO BAG RED RETROSPOT,2,02-06-2011 11:03,4.13,
555340,85099B,JUMBO BAG RED RETROSPOT,10,02-06-2011 11:33,2.08,13334
555347,85099B,JUMBO BAG RED RETROSPOT,10,02-06-2011 12:04,2.08,14389
555350,85099B,JUMBO BAG RED RETROSPOT,10,02-06-2011 12:08,2.08,17652
555352,85099B,JUMBO BAG RED RETROSPOT,100,02-06-2011 12:46,1.79,15838
555383,85099B,JUMBO BAG RED RETROSPOT,2,02-06-2011 15:13,2.08,12517
555397,85099B,JUMBO BAG RED RETROSPOT,1,02-06-2011 17:26,4.13,
555408,85099B,JUMBO BAG RED RETROSPOT,10,03-06-2011 08:54,2.08,13294
555470,85099B,JUMBO BAG RED RETROSPOT,10,03-06-2011 11:33,2.08,12455
555488,85099B,JUMBO BAG RED RETROSPOT,2,03-06-2011 13:43,2.08,16942
555495,85099B,JUMBO BAG RED RETROSPOT,10,03-06-2011 14:42,2.08,17068
555510,85099B,JUMBO BAG RED RETROSPOT,1,03-06-2011 17:09,4.13,
555518,85099B,JUMBO BAG RED RETROSPOT,10,05-06-2011 10:58,2.08,14891
555535,85099B,JUMBO BAG RED RETROSPOT,10,05-06-2011 12:16,2.08,16458
555545,85099B,JUMBO BAG RED RETROSPOT,10,05-06-2011 13:08,2.08,17735
555560,85099B,JUMBO BAG RED RETROSPOT,2,05-06-2011 14:20,2.08,17346
555566,85099B,JUMBO BAG RED RETROSPOT,3,05-06-2011 15:19,2.08,14659
555585,85099B,JUMBO BAG RED RETROSPOT,100,06-06-2011 09:12,1.74,16029
555604,85099B,JUMBO BAG RED RETROSPOT,10,06-06-2011 11:37,2.08,16612
555631,85099B,JUMBO BAG RED RETROSPOT,2,06-06-2011 12:06,2.08,18118
555640,85099B,JUMBO BAG RED RETROSPOT,10,06-06-2011 13:06,2.08,14475
555722,85099B,JUMBO BAG RED RETROSPOT,1,06-06-2011 16:06,4.13,
555733,85099B,JUMBO BAG RED RETROSPOT,100,07-06-2011 08:21,1.79,16839
555735,85099B,JUMBO BAG RED RETROSPOT,30,07-06-2011 08:54,2.08,13327
555739,85099B,JUMBO BAG RED RETROSPOT,10,07-06-2011 09:49,2.08,12380
555740,85099B,JUMBO BAG RED RETROSPOT,10,07-06-2011 09:51,2.08,18226
555746,85099B,JUMBO BAG RED RETROSPOT,1,07-06-2011 10:55,2.08,14606
555810,85099B,JUMBO BAG RED RETROSPOT,10,07-06-2011 11:39,2.08,17091
555813,85099B,JUMBO BAG RED RETROSPOT,10,07-06-2011 11:40,2.08,13643
555835,85099B,JUMBO BAG RED RETROSPOT,3,07-06-2011 12:34,2.08,14525
555855,85099B,JUMBO BAG RED RETROSPOT,100,07-06-2011 13:56,1.79,15311
555861,85099B,JUMBO BAG RED RETROSPOT,20,07-06-2011 14:27,2.08,12990
555884,85099B,JUMBO BAG RED RETROSPOT,10,07-06-2011 15:44,1.79,17389
555896,85099B,JUMBO BAG RED RETROSPOT,10,07-06-2011 16:04,2.08,15640
555923,85099B,JUMBO BAG RED RETROSPOT,1,07-06-2011 17:09,4.13,
555924,85099B,JUMBO BAG RED RETROSPOT,2,07-06-2011 17:12,4.13,
555940,85099B,JUMBO BAG RED RETROSPOT,10,08-06-2011 10:10,2.08,14191
555949,85099B,JUMBO BAG RED RETROSPOT,10,08-06-2011 10:50,2.08,16626
556021,85099B,JUMBO BAG RED RETROSPOT,30,08-06-2011 12:03,2.08,12921
556023,85099B,JUMBO BAG RED RETROSPOT,2,08-06-2011 12:21,2.08,14527
556040,85099B,JUMBO BAG RED RETROSPOT,10,08-06-2011 12:42,2.08,14622
556041,85099B,JUMBO BAG RED RETROSPOT,2,08-06-2011 12:44,2.08,17954
556042,85099B,JUMBO BAG RED RETROSPOT,20,08-06-2011 12:44,2.08,14367
556058,85099B,JUMBO BAG RED RETROSPOT,10,08-06-2011 13:54,2.08,13985
556081,85099B,JUMBO BAG RED RETROSPOT,3,08-06-2011 15:22,4.13,
556082,85099B,JUMBO BAG RED RETROSPOT,1,08-06-2011 15:22,4.13,
556083,85099B,JUMBO BAG RED RETROSPOT,7,08-06-2011 15:23,4.13,
556085,85099B,JUMBO BAG RED RETROSPOT,5,08-06-2011 15:23,4.13,
556088,85099B,JUMBO BAG RED RETROSPOT,2,08-06-2011 15:24,4.13,
556089,85099B,JUMBO BAG RED RETROSPOT,1,08-06-2011 15:25,4.13,
556091,85099B,JUMBO BAG RED RETROSPOT,1,08-06-2011 15:25,4.13,
556092,85099B,JUMBO BAG RED RETROSPOT,4,08-06-2011 15:25,4.13,
556093,85099B,JUMBO BAG RED RETROSPOT,7,08-06-2011 15:26,4.13,
556094,85099B,JUMBO BAG RED RETROSPOT,5,08-06-2011 15:26,4.13,
556095,85099B,JUMBO BAG RED RETROSPOT,2,08-06-2011 15:27,4.13,
556108,85099B,JUMBO BAG RED RETROSPOT,3,08-06-2011 17:59,4.13,
556113,85099B,JUMBO BAG RED RETROSPOT,10,09-06-2011 09:32,2.08,13510
556189,85099B,JUMBO BAG RED RETROSPOT,20,09-06-2011 11:57,2.08,15615
556195,85099B,JUMBO BAG RED RETROSPOT,10,09-06-2011 12:21,2.08,16745
556208,85099B,JUMBO BAG RED RETROSPOT,20,09-06-2011 13:51,2.08,14040
556237,85099B,JUMBO BAG RED RETROSPOT,8,09-06-2011 15:34,4.13,
556238,85099B,JUMBO BAG RED RETROSPOT,10,09-06-2011 15:35,2.08,13397
556259,85099B,JUMBO BAG RED RETROSPOT,10,09-06-2011 17:53,2.08,12721
556290,85099B,JUMBO BAG RED RETROSPOT,10,10-06-2011 09:23,2.08,17088
556365,85099B,JUMBO BAG RED RETROSPOT,3,10-06-2011 11:44,2.08,16370
556415,85099B,JUMBO BAG RED RETROSPOT,50,10-06-2011 12:19,2.08,12409
556416,85099B,JUMBO BAG RED RETROSPOT,2,10-06-2011 12:19,2.08,15527
556427,85099B,JUMBO BAG RED RETROSPOT,2,10-06-2011 13:23,4.13,
